제목,저자,유형,내용
부의 추월차선 (10주년 스페셜 에디션),엠제이 드마코 저/신소영 역,전자책,
불편한 편의점,김호연 저,전자책,
불편한 편의점 2,김호연 저,전자책,
사랑의 기술 (개정판),에리히 프롬 저/황문수 역,전자책,
삼국지 원전 완역판 세트,나관중 원저/요시카와 에이지 편저/바른번역 역,전자책,
생각의 힘을 길러주는 우리 신화 읽기,"신홍엽,이임정,정은해,최혜정 공저",전자책,
"생각이 많아 우울한 걸까, 우울해서 생각이 많은 걸까?",피아 칼리슨 저/이현주 역,전자책,
생각한다는 착각,닉 채터 저/김문주 역,전자책,
서울대 수석은 이렇게 공부합니다,김태훈 저,전자책,
세계를 품은 외교관 : 외교관을 꿈꾸는 이들을 위한 스토리 가이드북,민동석 저,전자책,
"수학, 인문으로 수를 읽다",이광연 저,전자책,
수학을 잘하고 싶어졌습니다,서준석 저,전자책,
쉽게 읽는 북학의,박제가 저/안대회 편역,전자책,
시간을 파는 상점,김선영 저,전자책,
신경 끄기 연습,나이토 요시히토 저/김한나 역,전자책,
아비투스,도리스 메르틴 저/배명자 역,전자책,
악인론,손수현 저,전자책,
언어를 디자인하라,"유영만,박용후 공저",전자책,
여자 주인공만 모른다,듀나 저,전자책,
역사를 질문하는 역사 1 전근대 한국사,김선진 저,전자책,
역행자 확장판,자청 저,전자책,
영화를 빨리 감기로 보는 사람들,이나다 도요시 저/황미숙 역,전자책,
"오늘 밤, 세계에서 이 눈물이 사라진다 해도",이치조 미사키 저/김윤경 역,전자책,
왜 나는 너를 사랑하는가(70만 부 기념 리커버),알랭 드 보통 저,전자책,
요즘 어른을 위한 최소한의 맞춤법,이주윤 저,전자책,
우리가 빛의 속도로 갈 수 없다면,김초엽 저,전자책,
유현준의 인문 건축 기행,유현준 저,전자책,
이끼숲,천선란 저,전자책,
이상 - 날개,이 상 저,전자책,
이어령의 마지막 수업,"김지수,이어령 저",전자책,
인생 수업,"엘리자베스 퀴블러 로스,데이비드 케슬러 공저/류시화 역",전자책,
"인스타리드 재레드 다이아몬드의 총, 균, 쇠",인스타리드 저,전자책,
자본론,칼 마르크스 저/손청설 편,전자책,
자존감 수업,윤홍균 저,전자책,
잘될 수밖에 없는 너에게,최서영 저,전자책,
잠깐! 이게 다 인권 문제라고요?,"김도현,박상욱,박진숙,양지혜,오찬호,한채윤 공저",전자책,
저 별은 모두 당신을 위해 빛나고 있다,손힘찬 저,전자책,
정지용을 읽다,전국국어교사모임 저,전자책,
조국의 법고전 산책,조국 저,전자책,
종말 하나만 막고 올게,임태운 저,전자책,
지적 대화를 위한 넓고 얕은 지식 2,채사장 저,전자책,
짧은 소설 쓰는 법,이문영 저,전자책,
천 원으로 시작하는 10대들의 경제학,김영옥 저,전자책,
철학은 어떻게 삶의 무기가 되는가,야마구치 슈 저/김윤경 역,전자책,
청년 주부 구운몽,강선우 저,전자책,
체크메이트  - 수능 국어 만점자의 어떤 지문이 나와도  막힘없이 풀 수 있는  수능 국어 승리의 기술,초령(윤예원) 저,전자책,
"칵테일, 러브, 좀비",조예은 저,전자책,
타인의 마음,"김경일,사피엔스 스튜디오 저",전자책,
프레임,최인철 저,전자책,
플라톤이 들려주는 이데아 이야기 - 철학자가 들려주는 철학 이야기 001,서정욱 저,전자책,
필수교양 주유소,장마리 니콜,전자책,
한국 소설이 좋아서 2,30인 저,전자책,
헤어질 결심 각본,"정서경,박찬욱 공저",전자책,
현대사상 입문,지바 마사야 저/김상운 역,전자책,
혹시 MBTI가 어떻게 되세요?,"정대건,임현석,서고운,이유리,이서수,김화진 저",전자책,
회복탄력성 (리커버),김주환 저,전자책,
효기심의 권력으로 읽는 세계사 - 유럽편,효기심 저,전자책,
희망대화,이케다 다이사쿠(池田大作)  저,전자책,
"10대에 패션계에서 일하고 싶은 나, 어떻게 할까?",로라 드카루펠 글/제프 쿨락 그림/신인수 역,전자책,
2023 한국어능력시험 TOPIK 1(토픽 1) 한 번에 통과하기(초급) + 무료 동영상,"한국어능력시험연구회,임준 저",전자책,
50개의 키워드로 읽는 자본주의 이야기,김민주 저 저,전자책,
E=mc²,데이비드 보더니스 저/김희봉 역,전자책,
THE GOAL (더골 1) - 30주년 기념 개정판 번역본,"엘리 골드렛,제프 콕스 공저/강승덕,김일운,김효 공역/정재승 해제",전자책,
개인적인 체험,오에 겐자부로 저/서은혜 역,전자책,
거의 모든 것의 역사 (개역판),빌 브라이슨 저/이덕환 역,전자책,
공리주의,존 스튜어트 밀 저/이종인 역,전자책,
과학혁명의 구조,"토머스 S. 쿤 저/김명자,홍성욱 공역",전자책,
구본준의 마음을 품은 집,구본준 저,전자책,
국화와 칼 (개정판),"루스 베네딕트 저/김윤식,오인석 공역",전자책,
그림 속 경제학,문소영 저,전자책,
"꿈의해석, 감춰진 인간 정신의 숨은그림찾기",안병웅 저,전자책,
나는 대한민국의 교사다,조벽 저,전자책,
나는 중국에서 자본주의를 만났다,신동원 저,전자책,
나무야 나무야,신영복 저,전자책,
넛지: 파이널 에디션,"리처드 탈러,캐스 선스타인 저/최정규 감수/이경식 역",전자책,
느낌의 진화,"안토니오 다마지오 저/임지원,고현석 공역",전자책,
니코마코스 윤리학,아리스토텔레스 저/박문재 역 저,전자책,
다시 기자로 산다는 것,문정우 등저,전자책,
대통령의 글쓰기,강원국 저,전자책,
대한민국사 1,한홍구 저,전자책,
대한민국사 2,한홍구 저,전자책,
대한민국사 3,한홍구 저,전자책,
대한민국사 4,한홍구 저,전자책,
"두근두근 십 대, 나만의 방식으로 세상을 만나다!","김국태,김기용,김영연 등저",전자책,
땅속에서 과학이 숨쉰다,장순근,전자책,
라이엘이 들려주는 지질 조사 이야기 (개정판),이한조 글,전자책,
렉서스와 올리브나무,토마스 프리드먼 저/장경덕 역,전자책,
로봇의 부상,마틴 포드 저/이창희 역,전자책,
매혹하는 식물의 뇌,"스테파노 만쿠소,알레산드라 비올라 공저/양병찬 역",전자책,
멋진 신세계,올더스 헉슬리 저/안정효 역,전자책,
미술관에 간 화학자,전창림 저,전자책,
바보 빅터,"호아킴 데 포사다,레이먼드 조 공저",전자책,
백석 시전집 초판본,백석 저/이동순 편,전자책,
보이지 않는 지구의 주인 미생물,오태광 저,전자책,
북극곰은 걷고 싶다,남종영 저,전자책,
비폭력대화,마셜 B. 로젠버그 저/캐서린 한 역,전자책,
"빅데이터, 승리의 과학",고한석 저,전자책,
빅데이터가 만드는 제4차 산업혁명,김진호 저,전자책,
상상 오디세이,"최재천,SBS 디지털포럼 사무국 공저",전자책,
새로운 세대를 위한 사기,사마천 원저/김원중 편역,전자책,
생명과 약의 연결고리,김성훈 저,전자책,
생명이란 무엇인가,폴 너스 저/이한음 역,전자책,
서머힐 : 어린이가 진정으로 행복한 학교,A. S. 니일 저/손정수 역,전자책,
세상의 마지막 기차역,무라세 다케시 저/김지연 역,전자책,
십 대가 알아야 할 인공지능과 4차 산업혁명의 미래,전승민 저,전자책,
십 대를 위한 영화 속 과학 인문학 여행,최원석 저,전자책,
"십대, 나에대한 공부가 필요해",전진우 저,전자책,
와이 넛지?,캐스 R. 선스타인 저/박세연 역,전자책,
일상적이지만 절대적인 생활 속 수학 지식 100,존 D. 배로 저/전대호 역,전자책,
재미있는 영어 인문학 이야기 1,강준만 저,전자책,
하리하라의 사이언스 인사이드 1,이은희 저,전자책,
